ID,Ride,Entity,Latitude,Longitude
7a09a2f0-e226-4f3e-86f8-2598ab67ec44,Luigi's Rollickin' Roadsters,ATTRACTION,33.805534,-117.918544
6ac8a892-675d-4365-8d7a-2a3d7e0cd4ff,"Main Street, U.S.A. Holiday Tree Lighting",SHOW,33.8105,-117.918972
ff52cb64-c1d5-4feb-9d43-5dbd429bac81,Haunted Mansion,ATTRACTION,33.811656,-117.921873
3c8d7efa-b0a5-4e2d-811e-9da29d65f2f0,The Tropical Hideaway Express,RESTAURANT,33.81147,-117.91955
77f205a4-d482-4d91-a5ff-71e54a086ad2,Soarin' Around the World,ATTRACTION,33.8082495017,-117.9200000105
3220fd76-38e4-49a4-afa3-4842c07203fa,Jambalaya Jazz,SHOW,33.811363,-117.921059
b73fa349-56e7-4b7f-b5ce-62385382b235,The Dickens Yuletide Band at Fantasyland Theatre,SHOW,33.814595,-117.91879
9167db1d-e5e7-46da-a07f-ae30a87bc4c4,Space Mountain,ATTRACTION,33.811548,-117.917056
cbd85f5f-27c5-41b4-94aa-d25c8883ee3c,Disney Jr. Dance Party!,SHOW,33.8075887,-117.9183444
2459a357-2b20-4445-8476-6a9a7e5eab54,Lamplight Lounge - Boardwalk Dining,RESTAURANT,33.80517,-117.920927
3178251f-4570-4ebf-ae2f-fb28edc7534f,Mickey's Mix Magic with Projection,SHOW,33.8123896,-117.9189732
3638ac09-9fce-4a43-8c79-8ebbe17afce2,"""it's a small world""",ATTRACTION,33.8144,-117.917782
640525ab-75db-4f3c-b917-27ecb7b5ef97,Jambalaya Jazz Band on the Mark Twain Riverboat,SHOW,33.811687,-117.921151
9212c98b-3638-4f0b-bf42-2e2848330e1d,Pearly Band at Castle Courtyard,SHOW,33.813093,-117.918967
228b9736-f889-469f-92f7-0e89bf150d5c,Disneyland Band at Castle Promenade,SHOW,33.812523,-117.918969
e9ef1443-c735-43b6-81c6-45e53527cf93,Fire of the Rising Moons,SHOW,33.814816,-117.921212
4c570f5a-c5da-4388-9804-dd56123d18ce,Meet Disney Pals on Buena Vista Street,SHOW,33.80785,-117.918943
35714874-3897-4f15-94cc-f958b379d1c7,World of Color - One (Special Ticketed Event),SHOW,33.80564575,-117.9214083
78568c55-6dcb-4893-a14e-ba7ed9bddaff,"Disneyland Band at ""it's a small world"" Promenade",SHOW,33.814016,-117.917863
0f655e3b-3fd4-453c-bac3-cf68c158fc2e,Pooh Corner,RESTAURANT,33.8122770331,-117.9231922808
ad7d1927-7e62-47bd-910f-23135fd1371d,Trolley Treats,RESTAURANT,33.807995,-117.91906
ca4b4068-02a7-4d98-92a6-f781ad5711d3,Pym Tasting Lab,RESTAURANT,33.806723,-117.917516
51409c4f-748e-4020-bc9a-8e210b159a86,Paseo,RESTAURANT,33.8089268,-117.9228063
9e7de30b-4c57-44be-bafd-a539a6057571,Bing Bong's Sweet Stuff,RESTAURANT,33.8049357279,-117.9225691313
632bcc13-e923-4ed0-bfe8-b937e3d1b435,Candy Palace and Candy Kitchen,RESTAURANT,33.8112866142,-117.9190407415
884a2e75-ef8a-4676-b65c-67320e732bb1,Port of San Fransokyo Cervecería,RESTAURANT,33.805683,-117.920311
baab0186-4b1e-4b38-af57-237ca65f8ece,Cozy Cone Motel 4 - Frozen Cone-coctions,RESTAURANT,33.805873,-117.918645
f0f57b5c-5bc5-49d6-8b7f-34e4aa03c2e8,Tiana’s Palace,RESTAURANT,33.811266,-117.921516
778f814e-7113-4599-adce-b598a39d6cd9,Aunt Cass Café,RESTAURANT,33.8058566014,-117.9200660233
4871e66f-45d7-4cab-831d-4540e8b17a32,Naples Ristorante e Bar,RESTAURANT,33.808879,-117.922094
52eb4ed4-499f-4615-8300-786dc7113320,Great Maple Modern American Eatery,RESTAURANT,33.8065353859,-117.9244257799
f8d61baa-dc1a-4e82-ab6b-f24bdd83e6e1,Café Daisy,RESTAURANT,33.81547,-117.918682
fc7e5343-ce63-4b1a-88fa-f51909057cd4,Céntrico,RESTAURANT,33.808982,-117.922977
dc2e7388-5618-4fe3-8287-096270978829,Cozy Cone Motel 5 - Popcorn Scoop,RESTAURANT,33.805873,-117.918645
81de6626-0499-4c18-a3ef-366d782eb35d,Din Tai Fung,RESTAURANT,33.808569,-117.925395
2cff2dc7-a3c0-405b-ad61-3721a9a0941c,Splitsville Luxury Lanes™ – Dining,RESTAURANT,33.809328,-117.923232
36c65924-14eb-4c1e-a03d-2b0b29f6ff5d,Palm Breeze Bar,RESTAURANT,33.807957,-117.927556
8181b4a5-5427-4323-8d77-90d5d6cb1f93,Jazz Kitchen Coastal Grill & Patio,RESTAURANT,33.8090491312,-117.9235986239
59647168-d239-4161-8b24-92eb128e96fb,Chip 'n' Dale's GADGETcoaster,ATTRACTION,33.815296,-117.919157
fdf0e3b1-2eeb-42b4-9516-5d43463d021e,The Dapper Dans,SHOW,33.810308,-117.918962
2da71a81-b231-42ec-8720-86a91c0dd39b,The Coffee House,RESTAURANT,33.8088219706,-117.9272663008
cd670bff-81d1-4f34-8676-7bafdf49220a,Mickey & Minnie's Runaway Railway,ATTRACTION,33.815507,-117.91839
e46d8982-4991-4b9e-8e4a-b519d3ca6060,World of Color – ONE,SHOW,33.80564575,-117.9214083
e27b1db8-9ec9-4f8b-9ca6-fd6377de66ee,Adventureland Treehouse inspired by Walt Disney’s Swiss Family Robinson,ATTRACTION,33.811325,-117.920585
e2d460e9-2bef-4613-b126-092ab7cb37e5,Disneyland Railroad,ATTRACTION,33.811256,-117.921876
5a107a57-9174-4f3f-9be7-625a5d5bb899,Mickey's House and Meet Mickey Mouse,SHOW,33.8154677877,-117.9191226037
3b37fd7b-1906-4bbf-874e-9e95bb315150,Napa Rose,RESTAURANT,33.8078731418,-117.9215664344
7340550b-c14d-4def-80bb-acdb51d49a66,Disneyland Park,PARK,33.8095545068,-117.9189529669
832fcd51-ea19-4e77-85c7-75d5843b127c,Disney California Adventure Park,PARK,33.8087804896,-117.9189353206
8fcf5b7b-f37a-4e7c-8945-99bd8ccb69a4,Trader Sam's Enchanted Tiki Bar,RESTAURANT,33.8082908451,-117.9265519014
ed05686e-f2c4-4c5d-aeed-a5a4a66c1be8,Character Dining,RESTAURANT,33.809555,-117.918919
1545da28-7369-45cb-b550-456204c9c96c,GCH Craftsman Bar,RESTAURANT,33.8075465076,-117.921607
05e283ad-9409-4f4b-b062-23714f6f1b31,Goofy's Kitchen,RESTAURANT,33.808705,-117.927252
9f07af7b-fa1b-4a47-a476-cfe9590d03f2,Hearthstone Lounge,RESTAURANT,33.807707,-117.9222708791
2c1f7c9b-dc07-4fdb-ad01-274b4859dacc,Storytellers Cafe,RESTAURANT,33.807889,-117.921828
fb90c864-1264-4226-9814-0de5963de8bb,Broken Spell Lounge,RESTAURANT,33.8087676656,-117.9275136441
37858b2a-9c11-4ac6-9f8d-db7fa9088703,The Disney Gallery,ATTRACTION,33.810265,-117.918559
c2997e65-6db0-413f-a2db-ee995711d931,Fortune Tellers,ATTRACTION,33.811237,-117.919057
b2c2549c-e9da-4fdd-98ea-1dcff596fed7,Millennium Falcon: Smugglers Run,ATTRACTION,33.814867,-117.921379
34b1d70f-11c4-42df-935e-d5582c9f1a8e,Star Wars: Rise of the Resistance,ATTRACTION,33.813859,-117.923079
6c225598-91c9-44a3-95e2-7c423475db61,Astro Orbitor,ATTRACTION,33.812108371,-117.9181900145
1da85181-bf0f-4ccc-b98e-243142f7347b,Autopia,ATTRACTION,33.8124087477,-117.9165033178
0de1413a-73ee-46cf-af2e-c491cc7c7d3b,Big Thunder Mountain Railroad,ATTRACTION,33.8124773145,-117.9203568914
88197808-3c56-4198-a5a4-6066541251cf,Buzz Lightyear Astro Blasters,ATTRACTION,33.812204,-117.917806
8e686e4c-f3db-4d9c-a185-2d54b1fa8899,Casey Jr. Circus Train,ATTRACTION,33.8137301217,-117.9191704019
5bd95ae8-181d-449c-8f04-a621e2448961,Davy Crockett's Explorer Canoes,ATTRACTION,33.8125062856,-117.9221264816
56d0bd6d-5106-4420-8f60-0005475c04c3,Disneyland Monorail,ATTRACTION,33.812618,-117.91679
ca32ef8a-ae0d-4c24-bf4f-e59192122e01,Donald's Duck Pond,ATTRACTION,33.815232,-117.919019
cc980e8e-192f-48b6-848c-27784084e54b,Dumbo the Flying Elephant,ATTRACTION,33.8136094534,-117.9188292111
106c1e5a-a5e7-42d7-96ab-bc100d8faf71,Walt Disney's Enchanted Tiki Room,ATTRACTION,33.811829,-117.919569
64d44aaa-6857-4693-b24b-bcff6c6dcfa1,Finding Nemo Submarine Voyage,ATTRACTION,33.812618,-117.916947
835deb74-de54-4d7f-9dc4-dacab90fcb60,Frontierland Shootin' Exposition,ATTRACTION,33.8122300089,-117.919855621
b0eca3d3-a519-47f9-a5a7-9911126da2df,Goofy's How-to-Play Yard,ATTRACTION,33.8151987474,-117.9186858237
2aedc657-1ee2-4545-a1ce-14753f28cc66,Indiana Jones™ Adventure,ATTRACTION,33.81130552,-117.9203269
1b83fda8-d60e-48e4-9a3d-90ddcbcd1001,Jungle Cruise,ATTRACTION,33.81144,-117.920092
f7904912-3f08-4563-b99e-fd59f43cc9f2,King Arthur Carrousel,ATTRACTION,33.813474,-117.918974
e0cfed11-96d7-40f3-907f-5cfed172592a,Mad Tea Party,ATTRACTION,33.8135273725,-117.9184149206
f5bb0d14-7eee-4ede-9230-eb256ce3664c,Main Street Cinema,ATTRACTION,33.810768,-117.918887
6c30d5b0-8c0a-406f-9258-0b6c55d4a5e4,Mark Twain Riverboat,ATTRACTION,33.8122772066,-117.9204627872
faaa8be9-cc1e-4535-ac20-04a535654bd0,Matterhorn Bobsleds,ATTRACTION,33.813453,-117.91782
c02fb82d-0860-4e95-8c61-899fa594d20e,Minnie's House,ATTRACTION,33.815524801,-117.9189902544
9d401ad3-49b2-469f-ac73-93eb429428fb,Mr. Toad's Wild Ride,ATTRACTION,33.8133812161,-117.9187763289
c23af6ba-8515-406a-8a48-d0818ba0bfc9,Peter Pan's Flight,ATTRACTION,33.8131949042,-117.9188762605
90ee50d4-7cc9-4824-b29d-2aac801acc29,Pinocchio's Daring Journey,ATTRACTION,33.8132880704,-117.9190900509
07952343-3498-404b-8337-734de9a185c1,Pirate's Lair on Tom Sawyer Island,ATTRACTION,33.8116538616,-117.921538353
82aeb29b-504a-416f-b13f-f41fa5b766aa,Pirates of the Caribbean,ATTRACTION,33.811387,-117.920819
6ce9cdd1-0a43-459e-83cd-f4cace9cfa7b,Roger Rabbit's Car Toon Spin,ATTRACTION,33.815204,-117.918085
c9e39189-7e99-4e0a-97e0-4a0d5654d257,Sailing Ship Columbia,ATTRACTION,33.8122772066,-117.9204627872
90d5a091-478c-4df1-adfe-c605b4005013,Sleeping Beauty Castle Walkthrough,ATTRACTION,33.812912,-117.919078
4f0053e7-b8db-4833-b02f-35e1c91b4523,Snow White's Enchanted Wish,ATTRACTION,33.8131664471,-117.9190614653
cc718d11-fa15-44ee-87d0-ded989ad61bc,Star Tours - The Adventures Continue,ATTRACTION,33.811997,-117.917978
cb929138-d77a-4dd2-983c-f651bbd1bd92,Storybook Land Canal Boats,ATTRACTION,33.8136306683,-117.9182008987
52a8ef64-d54c-4974-883f-027c3026e3f1,The Many Adventures of Winnie the Pooh,ATTRACTION,33.812376,-117.922632
1b23667a-d8fb-436d-8952-c3e3f2e56d13,The Disneyland Story presenting Great Moments with Mr. Lincoln,ATTRACTION,33.810265,-117.918559
a07f3110-013e-43bb-a182-e66bb8b5e28d,Alice in Wonderland,ATTRACTION,33.8133130163,-117.9182459414
bcfd1e17-3eab-4203-b597-6257a257d427,Main Street Vehicles,ATTRACTION,33.8102153073,-117.9189620912
8160b905-b318-41be-84bf-869fb6a55b14,The Bootstrappers,SHOW,33.811384,-117.921011
645c11b7-51f7-41d5-9764-5a7fa9d2535c,Fantasy Faire,SHOW,33.812591,-117.919379
72340a8a-b6d2-474f-aca5-5ea7d2d52335,Storytelling at Royal Theatre,SHOW,33.812495,-117.919443
33cbbd09-6d93-40d7-b758-9d7b7d3fd2eb,Meet Disney Princesses at Royal Hall,SHOW,33.812669,-117.919419
a6760f7b-3489-47df-9547-d70dd2d8cb76,"Disneyland Band at Main Street, U.S.A.",SHOW,33.81097757,-117.9189609
8c36ff0b-3a32-4d7b-9388-0516c19277db,Fantasmic!,SHOW,33.811687,-117.921151
d252d547-a3e4-4ae4-b6ea-e8e4b0849512,Mickey's Mix Magic with Fireworks,SHOW,33.8123896,-117.9189732
eeafc865-a4e0-4dc5-9cea-446108bf7d48,Flag Retreat Ceremony,SHOW,33.81034344,-117.9189595
4119dd28-6da8-46a0-9246-bea86e07ac61,"Pearly Band near ""it's a small world""",SHOW,33.814016,-117.917863
dca741a6-3472-4d4f-a9aa-7774aae81754,Paradise Garden Bandstand,SHOW,33.80609807,-117.9232147
1822fb68-5f64-4329-b7e2-d4065f7159ac,Ronto Roasters,RESTAURANT,33.814424,-117.921484
1db8443f-624c-4d95-967c-1766a52b24ec,Red Rose Taverne,RESTAURANT,33.8134853951,-117.9194486939
eb29424b-42ed-41a2-891c-d4c9494eab12,Oga's Cantina at the Disneyland Resort,RESTAURANT,33.814717,-117.920943
4784fd0f-9ba3-4a5d-a4b9-ed33b93c4489,Blue Bayou Restaurant,RESTAURANT,33.811049,-117.921126
3665b38e-3e56-4c84-ad20-3e39672079a1,Cafe Orleans,RESTAURANT,33.811205,-117.921262
c7ce633e-1f6b-4699-98c9-6772bb196b16,Carnation Cafe,RESTAURANT,33.8110402999,-117.9190407415
2e0d0726-07c7-42f6-b839-68a56a41e268,Mint Julep Bar,RESTAURANT,33.811176,-117.921656
8deb6338-b65f-467c-9dd3-56ed8c02c355,Plaza Inn,RESTAURANT,33.8117514713,-117.918622265
92f45ae9-5e6d-4923-88d4-7f676c2d10b2,Harbour Galley,RESTAURANT,33.8120188925,-117.921936614
057872ed-3f27-496f-80e2-edd3639ba084,River Belle Terrace,RESTAURANT,33.8116150928,-117.9205917872
045b0c03-48e7-4975-8885-a6cf5d8e0ac8,Alien Pizza Planet,RESTAURANT,33.8117081571,-117.9168865347
fae2515c-777b-4f37-b647-06383c1904d3,Stage Door Café,RESTAURANT,33.811889,-117.9203
d2feb649-41ea-4097-a45b-10cfb48d13aa,Royal Street Veranda,RESTAURANT,33.8112279116,-117.9209163877
27ab9530-4fd5-4e9c-a5b1-d553fed56655,Refreshment Corner,RESTAURANT,33.8114464994,-117.9190483181
7bf706cd-0cf5-4640-a079-23a7a46f4f5b,Bengal Barbecue,RESTAURANT,33.811555,-117.920299
fbee3a16-4be3-47f3-97a7-70ef09aff088,Edelweiss Snacks,RESTAURANT,33.8137108075,-117.9177229106
4f5b28d0-b78e-482b-8e2e-1f90756d6220,Silly Symphony Swings,ATTRACTION,33.8056182721,-117.9228962027
f44a5072-3cda-4c7c-8574-33ad09d16cca,Goofy's Sky School,ATTRACTION,33.8063159054,-117.922805411
c60c768b-3461-465c-8f4f-b44b087506fc,Radiator Springs Racers,ATTRACTION,33.8051689198,-117.9186152283
e1fbc7a1-2cd1-4282-b373-ac11d9d9d38a,The Little Mermaid - Ariel's Undersea Adventure,ATTRACTION,33.80626,-117.92108
ead977e1-1a66-49de-b7ab-90be760b9d48,Red Car Trolley,ATTRACTION,33.807488,-117.917096
4ca6cdbf-4c5f-45bf-b0dc-db83393ec208,Pixar Pal-A-Round – Non-Swinging,ATTRACTION,33.8050267246,-117.922378889
6d876f4c-c3ff-4ae3-a2d8-d4b831e1039b,Inside Out Emotional Whirlwind,ATTRACTION,33.805154,-117.922737
8f586a2f-cef5-46d3-b822-fd622c4e9e33,Mickey's PhilharMagic,ATTRACTION,33.80773,-117.918041
d2aa0987-49a2-45dc-a635-3a8bf7401230,Animation Academy,ATTRACTION,33.8075587653,-117.9175029695
5d07a2b1-49ca-4de7-9d32-6d08edf69b08,Incredicoaster,ATTRACTION,33.8046241652,-117.9207961819
1d24dd7a-372b-4195-8ad0-ba9679d72b08,Games of Pixar Pier,ATTRACTION,33.8048925714,-117.9224220894
10a5fc6f-5ad3-414b-9bdd-e6bae097b6ad,Golden Zephyr,ATTRACTION,33.8060334617,-117.9222742945
b1d285a7-2444-4a7c-b7bb-d2d4d6428a85,Grizzly River Run,ATTRACTION,33.807491905,-117.9208812632
c8a4b7b1-c1b2-4dfe-b73c-4e834b4a73db,Jumpin' Jellyfish,ATTRACTION,33.8061414361,-117.92253033
388ad3f1-5cf5-4a9d-8d0e-6dfb817d7822,Jessie's Critter Carousel,ATTRACTION,33.804635558,-117.9211482245
528016ef-db24-47fa-a0f2-b6d26d61e29f,Pixar Pal-A-Round - Swinging,ATTRACTION,33.8050267246,-117.922378889
40524fba-5d84-49e7-9204-f493dbe2d5a4,"Monsters, Inc. Mike & Sulley to the Rescue!",ATTRACTION,33.8081215045,-117.9173246541
c9803366-6f37-4406-82af-7692357e3ca9,Redwood Creek Challenge Trail,ATTRACTION,33.8069726212,-117.9213787615
44c1f655-25d3-440c-b1a8-db736a12b105,Sorcerer's Workshop,ATTRACTION,33.8075587653,-117.9175029695
eb77ee1f-3207-44fd-acfc-d7bc18602007,The Bakery Tour,ATTRACTION,33.8060995504,-117.9196897202
b7678dab-5544-48d5-8fdc-c1a0127cfbcd,Guardians of the Galaxy - Mission: BREAKOUT!,ATTRACTION,33.8068702058,-117.9171870344
86ab3069-110d-49c5-a7e7-29ddf28695a6,Toy Story Midway Mania!,ATTRACTION,33.804645,-117.921839
7561bcd8-18ea-4e3f-89d5-c905b7ba3d42,Turtle Talk with Crush,ATTRACTION,33.8075587653,-117.9175029695
8d4b6d5f-558f-4210-82b5-02b0570232ea,Citizens of Buena Vista Street,SHOW,33.807619,-117.919152
f71bfc6e-2f10-40a1-bf29-a4b98c5350f4,Meet the Residents of Radiator Springs in Cars Land,SHOW,33.805908,-117.918787
449e351b-a05a-4a52-8893-0ed5c1f6fc48,Five & Dime,SHOW,33.807657,-117.919083
0c6c7664-94f0-48b0-91ce-7cc2108a72c9,Guardians of the Galaxy: Awesome Dance Off!,SHOW,33.806978,-117.917055
f7ff4406-5bd6-4067-9ed1-92ea1efdcc63,Paradise Garden Grill,RESTAURANT,33.8061043985,-117.9233857988
4ff553fa-008a-4d99-b6b0-30dd69d3453f,Mendocino Terrace,RESTAURANT,33.806546,-117.919842
85201274-b743-41ca-95a1-d575a07811d0,Flo's V8 Cafe,RESTAURANT,33.8055498861,-117.9189880233
753b558a-ff18-4ed9-a3c2-70e76b421618,Carthay Circle Restaurant,RESTAURANT,33.807494,-117.919021
1214912c-de6d-4493-9344-c245357f7af6,Lamplight Lounge,RESTAURANT,33.8053994053,-117.9209410699
d5aabd66-6227-4956-a6da-df71d968abb7,Cozy Cone Motel 3 - Chili Cone Queso,RESTAURANT,33.805873,-117.918645
0eefcad3-0b3f-4cb9-b91a-9d493af7222a,Cappuccino Cart,RESTAURANT,33.806019,-117.920722
a33c95f7-45f7-4d1b-b058-0045192d8a92,Cozy Cone Motel 2 - Ice Cream Cones,RESTAURANT,33.805873,-117.918645
0e795417-d8c0-4ce4-b0f7-3f10c76217ba,Popcorn at Grizzly Peak Airfield,RESTAURANT,33.808192,-117.920446
167199e4-933e-4647-9154-75b13975eea3,Schmoozies!,RESTAURANT,33.807759,-117.917651
5cd413b8-09da-4860-bdea-a88df9fe6c0d,Smokejumpers Grill,RESTAURANT,33.8079285397,-117.9196943785
048f854a-97d8-4295-8b7f-2575605259c6,Wine Country Trattoria,RESTAURANT,33.806478,-117.919877
13bc1b70-3a42-41eb-9cb5-7fa8615af2ca,Sonoma Terrace,RESTAURANT,33.8063931592,-117.9203394055
38df151c-f563-406f-8dbc-7e824c7afc75,Lucky Fortune Cookery,RESTAURANT,33.8057921835,-117.9198476908
2295351d-ce6b-4c04-92d5-5b416372c5b5,WEB SLINGERS: A Spider-Man Adventure,ATTRACTION,33.806651,-117.918264
3ee735b5-68dc-470a-a4a2-6ddd415b9cbd,Avengers Headquarters,SHOW,33.806589,-117.917404
531f6200-393e-4e4d-b95e-aedd30102e49,Ancient Sanctum,SHOW,33.80649,-117.918172
a098bd7c-f1a9-4ffb-97db-e85925509f19,Magic Key Terrace - Magic Key Holder Dining,RESTAURANT,33.806621,-117.919866
1b6a816a-337c-431c-8df6-72f993e15e64,Warriors of Wakanda: The Disciplines of the Dora Milaje,SHOW,33.806476,-117.917839
912c3c55-c599-47d3-9559-73f57ec955cf,Avengers Assemble!,SHOW,33.806589,-117.917404
bdb0a3ec-eb7a-41c9-918f-ccee7194743e,The Amazing Spider-Man!,SHOW,33.806802,-117.918828
7025ea53-9d7f-4e7f-a0ad-0ea9523c3c01,Cozy Cone Motel 1 - Churros,RESTAURANT,33.805873,-117.918645
cb84b53c-dbb5-483d-a717-00d9259c6484,Disneyland Band at Frontierland,SHOW,33.81207964,-117.9203231
c48369cc-e341-4066-96b8-3687ccad1e49,Tiki Juice Bar,RESTAURANT,33.8118490285,-117.9195771195
2f9b48bb-ad41-44e6-be57-82e62d154b0e,Bayside Brews,RESTAURANT,33.8058437811,-117.9228553176
13dbf6c5-2118-4e2a-8609-a3600bf17d1f,Award Wieners,RESTAURANT,33.807735,-117.918127
33be9d07-5da1-42b4-a8bb-2486209693bc,Cocina Cucamonga Mexican Grill,RESTAURANT,33.805545,-117.920195
431e008b-505c-42fd-9db1-a2e4d5feae78,Rita's Turbine Blenders,RESTAURANT,33.805794,-117.919981
ceb71f40-b730-4209-80be-ef89c114dfdf,Studio Catering Co.,RESTAURANT,33.807889,-117.916958
40217671-2e04-467b-b462-10d97fbca69d,Clarabelle's Hand-Scooped Ice Cream,RESTAURANT,33.807958,-117.9191776264
8c153230-8203-4351-bc5a-485a67527b55,Hollywood Lounge,RESTAURANT,33.808119,-117.917074
d295c224-299f-4fda-9d14-1d7780401929,Jolly Holiday Bakery Cafe,RESTAURANT,33.8117051187,-117.9193308949
3a63d923-413a-4512-b873-c690596fb479,Troubadour Tavern,RESTAURANT,33.8145219838,-117.9187180102
94453dec-3f16-43a6-94c9-be55144606b8,Milk Stand,RESTAURANT,33.814428,-117.92069
8abfd370-4c29-4154-bb96-41e031b78d29,Docking Bay 7 Food and Cargo,RESTAURANT,33.814742,-117.921432
bbfe672e-075a-477a-b066-1117cf80030c,Pym Test Kitchen,RESTAURANT,33.806726,-117.917696
e88cbd63-e385-423b-9565-fbe5faeb9050,Galactic Grill,RESTAURANT,33.812449,-117.917296
9e90d256-2ba5-4d7d-a73a-0fadd6b4a141,The Golden Horseshoe,RESTAURANT,33.8120514864,-117.9203117258
c4034870-5e87-4514-832f-9da5506f9cf9,Corn Dog Castle,RESTAURANT,33.8063363272,-117.9224435985
2215958d-c6b0-4513-912c-706dbf3e46e9,Gibson Girl Ice Cream Parlor,RESTAURANT,33.8111392429,-117.9190407415
1cdd0f00-de40-4f7f-bf1b-014926d51aca,Little Red Wagon,RESTAURANT,33.8114840141,-117.9186756938
d5c4a9b6-38fe-453a-8194-ac86a7d1f6be,Tangaroa Terrace Tropical Bar & Grill,RESTAURANT,33.8083905362,-117.9266404545
a9076acd-7630-4bad-a8da-e6bd689ddcac,Tiana's Bayou Adventure,ATTRACTION,33.812245,-117.922802
fb686e53-e10d-4cd5-836c-7a4a93207361,Hungry Bear Barbecue Jamboree,RESTAURANT,33.812554,-117.922435
0ccdca1c-2e60-4f7c-8395-2adce67e34ba,Boardwalk Pizza & Pasta,RESTAURANT,33.8057925204,-117.9232147336
46097afe-a1ea-4807-93d3-14d14f36e55f,Mater's Junkyard Jamboree,ATTRACTION,33.8062447301,-117.9192481607
1bef32e2-73b4-4de3-bb07-f71c3f301f22,Carthay Circle Lounge,RESTAURANT,33.807494,-117.919021
af195dcb-a69e-499a-b659-6751ee871f79,Operation: Playtime! - featuring the Green Army Patrol,SHOW,33.804866,-117.922465
56a9a06a-1be9-4ec6-b319-2367ed5348be,Meet Santa Claus at the Disneyland Resort,SHOW,33.814615,-117.918825
2a6dd39a-cd7e-4d72-a902-2404c94ace13,Disney Wonderful World of Sweets,RESTAURANT,33.8088272911,-117.9226635396
57f454da-52bb-407d-9daa-db74f1a32db3,Mulan's Lunar New Year Procession,SHOW,33.806115,-117.920878
0184d4c8-b98f-491e-a61a-0ac37c210dfb,Vocal Seoul at Sonoma Terrace,SHOW,33.806325,-117.920247
775f8b7f-9ff5-4381-96c5-7f3605179435,Meet Meilin and Ming Lee from Turning Red,SHOW,33.806514,-117.920974
41d7d024-9014-4bca-818f-278faecce785,Royal Ball at Sweethearts' Nite,SHOW,33.814615,-117.918825
e012c3af-95fc-455c-b4eb-777a1726715e,Character Encounters at Sweethearts' Nite,SHOW,33.809555,-117.918919
721c4524-ba4a-4c22-86d3-5c4c20e7762e,Vista Parkside Market,RESTAURANT,33.80871,-117.92473
8b12916b-a384-4305-838a-c4b07affbb14,Main Street Piano Player,SHOW,33.81144329,-117.9192024
280208ec-45c6-4e16-a709-e76a013cbea2,Trader Sam's Mug Release,RESTAURANT,33.807777,-117.925921
7884bda0-7016-4dea-9626-d97372dff10b,Main Street Straw Hatters,SHOW,33.81044479,-117.9187268
